marital,age,job,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,53,admin.,0,0,228,1,0,3,16,may,97,1,-1,0,3,0
1,51,blue-collar,1,0,22,1,0,3,16,may,336,2,-1,0,3,0
0,31,admin.,1,0,0,1,0,3,16,may,28,4,-1,0,3,0
0,41,technician,1,0,2919,1,0,3,16,may,329,3,-1,0,3,0
1,39,blue-collar,0,0,186,1,0,3,16,may,208,3,-1,0,3,0
2,60,management,1,0,773,1,1,3,16,may,597,22,-1,0,3,0
1,39,technician,3,0,880,1,0,3,16,may,29,1,-1,0,3,0
1,41,management,1,0,218,1,0,3,16,may,247,1,-1,0,3,0
1,36,blue-collar,1,0,512,1,0,3,16,may,343,1,-1,0,3,0
0,40,blue-collar,1,0,1101,1,0,3,16,may,214,1,-1,0,3,0
1,29,blue-collar,1,0,1956,1,0,3,16,may,266,6,-1,0,3,0
1,32,admin.,1,0,0,0,0,3,16,may,137,1,-1,0,3,0
2,45,blue-collar,0,0,104,1,0,3,16,may,206,4,-1,0,3,0
2,32,technician,1,0,75,0,0,3,16,may,129,1,-1,0,3,0
0,31,housemaid,1,0,1301,1,0,3,16,may,69,15,-1,0,3,0
2,58,retired,0,0,6,0,0,3,16,may,228,1,-1,0,3,0
1,40,technician,1,0,75,1,0,3,16,may,259,1,-1,0,3,0
1,40,services,0,0,44,1,0,3,16,may,144,1,-1,0,3,0
0,36,services,3,0,281,1,0,3,16,may,515,1,-1,0,3,1
1,40,admin.,1,0,2,1,0,3,16,may,29,1,-1,0,3,0
0,35,management,2,0,205,1,0,3,16,may,512,1,-1,0,3,0
1,39,blue-collar,0,0,2133,1,1,3,16,may,179,1,-1,0,3,0
1,39,technician,2,0,94,1,1,3,16,may,813,1,-1,0,3,1
0,30,self-employed,2,0,901,1,1,3,16,may,601,1,-1,0,3,0
1,57,management,2,0,3431,1,0,3,16,may,73,1,-1,0,3,0
1,60,services,1,0,8837,1,0,3,16,may,144,4,-1,0,3,0
1,55,technician,1,0,726,1,0,3,16,may,271,1,-1,0,3,0
1,40,technician,1,0,26,1,0,3,16,may,230,3,-1,0,3,0
0,27,student,2,0,66,1,0,3,16,may,456,1,-1,0,3,0
1,40,admin.,1,0,2523,1,0,3,16,may,75,1,-1,0,3,0
1,28,management,2,0,82,1,1,3,16,may,225,1,-1,0,3,0
1,32,management,2,0,0,1,0,3,16,may,387,1,-1,0,3,0
0,53,management,1,0,5558,1,0,3,16,may,286,3,-1,0,3,0
0,29,admin.,1,0,-507,1,0,3,16,may,286,1,-1,0,3,0
0,29,technician,2,0,47,1,0,3,16,may,111,11,-1,0,3,0
1,45,self-employed,3,0,-257,0,0,3,16,may,448,2,-1,0,3,0
1,32,management,1,0,1423,1,0,3,16,may,223,3,-1,0,3,0
1,47,services,1,0,51,1,1,3,16,may,312,1,-1,0,3,0
1,40,services,1,0,1688,0,0,3,16,may,93,1,-1,0,3,0
0,33,services,1,0,0,1,0,3,16,may,212,1,-1,0,3,0
1,55,housemaid,0,0,1000,1,0,3,16,may,178,1,-1,0,3,0
0,31,blue-collar,1,0,0,1,1,3,16,may,111,1,-1,0,3,0
1,33,management,2,0,273,1,0,3,16,may,803,1,-1,0,3,1
2,42,admin.,1,0,153,1,0,3,16,may,844,1,-1,0,3,1
2,31,admin.,2,0,146,1,0,3,16,may,297,1,-1,0,3,0
1,41,blue-collar,3,0,732,1,0,3,16,may,25,1,-1,0,3,0
0,43,admin.,1,0,2539,1,0,3,16,may,529,4,-1,0,3,0
1,36,services,1,0,208,1,0,3,16,may,99,1,-1,0,3,0
1,48,management,2,0,542,1,0,3,16,may,137,1,-1,0,3,0
0,31,self-employed,2,0,144,1,0,3,16,may,676,1,-1,0,3,1
1,45,technician,1,0,999,1,0,3,16,may,656,2,-1,0,3,0
1,43,blue-collar,1,0,19,1,0,3,16,may,249,1,-1,0,3,0
2,42,admin.,1,0,63,0,0,3,16,may,88,6,-1,0,3,0
1,40,services,1,0,446,1,0,3,16,may,1252,1,-1,0,3,1
1,29,blue-collar,1,0,832,1,0,3,16,may,228,2,-1,0,3,0
1,26,blue-collar,1,0,246,1,0,3,16,may,1143,3,-1,0,3,1
1,53,unemployed,1,0,76,1,1,3,16,may,283,1,-1,0,3,0
2,31,technician,1,0,268,0,0,3,16,may,118,2,-1,0,3,0
1,25,admin.,1,0,16,1,0,3,16,may,129,1,-1,0,3,0
0,26,admin.,1,0,-235,1,0,3,16,may,103,1,-1,0,3,0
0,36,admin.,1,0,0,1,1,3,16,may,213,1,-1,0,3,0
2,43,services,1,0,207,1,0,3,16,may,132,1,-1,0,3,0
2,45,admin.,1,0,109,1,0,3,16,may,122,1,-1,0,3,0
2,56,management,2,0,975,1,0,3,16,may,130,4,-1,0,3,0
1,51,technician,1,0,143,1,0,3,16,may,627,1,-1,0,3,0
1,47,blue-collar,0,0,1756,1,0,3,16,may,207,1,-1,0,3,0
1,44,housemaid,0,1,-972,1,1,3,16,may,114,2,-1,0,3,0
1,31,services,1,0,5,1,0,3,16,may,216,1,-1,0,3,0
1,46,management,1,0,36,1,0,3,16,may,250,1,-1,0,3,0
0,32,management,2,0,0,0,0,3,16,may,91,1,-1,0,3,0
1,31,admin.,1,0,468,1,0,3,16,may,159,1,-1,0,3,0
1,45,blue-collar,0,0,804,1,0,3,16,may,528,1,-1,0,3,1
0,31,unemployed,1,0,199,1,0,3,16,may,86,1,-1,0,3,0
1,40,technician,1,0,257,1,0,3,16,may,731,4,-1,0,3,0
1,43,blue-collar,3,0,91,1,0,3,16,may,37,1,-1,0,3,0
0,26,blue-collar,0,0,102,1,0,3,16,may,46,1,-1,0,3,0
1,29,management,2,0,1,1,1,3,16,may,49,1,-1,0,3,0
0,30,services,1,0,484,1,0,3,16,may,356,2,-1,0,3,0
1,39,management,2,0,0,1,1,3,16,may,107,2,-1,0,3,0
1,51,blue-collar,0,0,196,1,0,3,16,may,248,1,-1,0,3,0
1,58,admin.,0,0,879,1,0,3,16,may,242,7,-1,0,3,0
1,44,entrepreneur,2,0,3689,1,0,3,16,may,134,3,-1,0,3,0
1,49,technician,1,0,1269,1,0,3,16,may,355,2,-1,0,3,0
1,30,admin.,1,0,67,1,0,3,16,may,149,1,-1,0,3,0
1,38,blue-collar,1,0,961,1,0,3,16,may,346,1,-1,0,3,0
1,40,services,1,0,181,1,0,3,16,may,370,1,-1,0,3,0
1,34,entrepreneur,2,0,355,1,0,3,16,may,261,1,-1,0,3,0
1,41,management,2,0,0,0,1,3,16,may,330,4,-1,0,3,0
0,37,management,2,0,499,1,0,3,16,may,537,1,-1,0,3,0
2,32,services,1,0,-115,1,0,3,16,may,134,1,-1,0,3,0
1,31,blue-collar,1,0,92,1,0,3,16,may,688,1,-1,0,3,1
0,38,blue-collar,3,0,1146,1,0,3,16,may,84,1,-1,0,3,0
1,34,self-employed,2,0,1029,1,1,3,16,may,125,1,-1,0,3,0
1,42,admin.,1,0,534,1,0,3,16,may,139,2,-1,0,3,0
1,27,services,1,0,15,1,0,3,16,may,167,1,-1,0,3,0
1,35,services,1,0,1053,1,0,3,16,may,25,1,-1,0,3,0
0,43,admin.,1,0,6,0,0,3,16,may,244,1,-1,0,3,0
0,29,services,1,0,-142,1,0,3,16,may,140,1,-1,0,3,0
2,33,services,1,0,2,1,0,3,16,may,165,1,-1,0,3,0
2,57,retired,1,0,70,1,0,3,16,may,122,1,-1,0,3,0
1,50,entrepreneur,1,0,556,1,0,3,16,may,130,2,-1,0,3,0
0,28,services,1,0,45,1,0,3,16,may,345,1,-1,0,3,0
2,45,blue-collar,1,0,9,1,0,3,16,may,277,6,-1,0,3,0
2,33,blue-collar,1,0,-131,1,0,3,16,may,145,1,-1,0,3,0
1,24,blue-collar,1,0,142,1,1,3,16,may,300,1,-1,0,3,0
0,34,technician,1,0,0,1,1,3,16,may,214,1,-1,0,3,0
1,23,admin.,2,0,2,1,0,3,16,may,140,1,-1,0,3,0
1,59,retired,0,0,646,1,0,3,16,may,140,1,-1,0,3,0
0,40,admin.,1,0,739,1,0,3,16,may,132,1,-1,0,3,0
1,44,blue-collar,0,0,1511,1,0,3,16,may,96,2,-1,0,3,0
1,33,blue-collar,1,0,58,0,0,3,16,may,144,2,-1,0,3,0
0,29,admin.,1,0,163,1,1,3,16,may,803,1,-1,0,3,1
1,39,blue-collar,0,0,385,1,0,3,16,may,225,4,-1,0,3,0
2,36,management,2,0,1343,1,1,3,16,may,73,1,-1,0,3,0
2,34,services,1,0,169,1,0,3,16,may,260,1,-1,0,3,0
1,35,blue-collar,1,0,-613,1,0,3,16,may,754,1,-1,0,3,0
1,47,services,0,0,1496,1,0,3,16,may,211,2,-1,0,3,0
1,40,blue-collar,1,0,580,1,0,3,16,may,192,1,-1,0,3,0
1,30,technician,1,0,-306,1,1,3,16,may,203,1,-1,0,3,0
1,27,management,1,0,-41,1,0,3,16,may,24,1,-1,0,3,0
2,40,admin.,1,0,783,1,1,3,16,may,171,2,-1,0,3,0
2,26,blue-collar,1,0,241,1,0,3,16,may,136,1,-1,0,3,0
1,46,management,2,0,245,1,0,3,16,may,42,10,-1,0,3,0
1,43,management,1,0,-26,1,0,3,16,may,343,1,-1,0,3,0
0,36,technician,2,0,705,1,0,3,16,may,111,1,-1,0,3,0
1,32,blue-collar,1,0,23,1,0,3,16,may,77,1,-1,0,3,0
2,47,blue-collar,1,0,380,1,0,3,16,may,268,6,-1,0,3,0
0,29,blue-collar,1,0,4574,1,0,3,16,may,217,2,-1,0,3,0
1,36,technician,2,0,183,1,0,3,16,may,360,1,-1,0,3,0
0,33,blue-collar,1,0,272,1,0,3,16,may,122,3,-1,0,3,0
1,57,admin.,1,0,4168,1,1,3,16,may,47,1,-1,0,3,0
0,30,technician,1,0,677,1,0,3,16,may,241,1,-1,0,3,0
2,59,admin.,1,0,174,1,0,3,16,may,204,1,-1,0,3,0
1,32,blue-collar,0,0,1877,1,0,3,16,may,601,1,-1,0,3,0
1,56,retired,1,0,3690,1,1,3,16,may,178,2,-1,0,3,0
1,25,blue-collar,1,0,109,1,0,3,16,may,306,1,-1,0,3,0
0,30,blue-collar,3,0,194,1,0,3,16,may,410,1,-1,0,3,0
0,32,blue-collar,1,0,8,1,0,3,16,may,265,1,-1,0,3,0
1,30,admin.,1,0,40,1,1,3,16,may,108,2,-1,0,3,0
1,45,blue-collar,1,0,-1400,1,0,3,16,may,172,4,-1,0,3,0
1,47,blue-collar,1,0,-656,1,0,3,16,may,184,2,-1,0,3,0
0,25,technician,1,0,1400,1,1,3,16,may,424,1,-1,0,3,0
1,28,blue-collar,0,0,507,1,0,3,16,may,359,1,-1,0,3,0
0,30,blue-collar,1,0,75,1,0,3,16,may,123,1,-1,0,3,0
1,28,admin.,2,0,364,1,0,3,16,may,169,1,-1,0,3,0
0,27,technician,1,0,1742,1,0,3,16,may,787,1,-1,0,3,1
1,32,blue-collar,1,0,1197,1,1,3,16,may,241,1,-1,0,3,0
0,32,self-employed,2,0,12269,0,0,3,16,may,141,1,-1,0,3,0
1,40,self-employed,2,0,1126,1,0,3,16,may,22,4,-1,0,3,0
0,29,blue-collar,0,0,105,1,0,3,16,may,326,1,-1,0,3,0
1,38,admin.,1,0,-650,0,0,3,16,may,317,1,-1,0,3,0
0,37,blue-collar,0,0,117,1,0,3,16,may,196,3,-1,0,3,0
0,22,admin.,1,0,118,1,0,3,16,may,270,1,-1,0,3,0
0,23,admin.,1,0,178,1,0,3,16,may,107,1,-1,0,3,0
0,30,self-employed,1,0,299,1,0,3,16,may,679,17,-1,0,3,0
0,27,blue-collar,0,0,0,1,0,3,16,may,576,1,-1,0,3,0
1,31,admin.,1,0,5,0,0,3,16,may,102,1,-1,0,3,0
0,26,blue-collar,1,0,65,0,0,3,16,may,161,3,-1,0,3,0
2,36,admin.,1,0,246,1,0,3,16,may,206,2,-1,0,3,0
0,29,blue-collar,1,0,1166,1,0,3,16,may,33,1,-1,0,3,0
2,37,services,1,0,49,1,0,3,16,may,619,2,-1,0,3,1
1,39,blue-collar,0,0,95,1,0,3,16,may,230,1,-1,0,3,0
1,38,unemployed,0,0,113,1,0,3,16,may,27,2,-1,0,3,0
1,27,entrepreneur,1,0,554,1,0,3,16,may,131,1,-1,0,3,0
1,58,retired,0,0,269,1,0,3,16,may,38,2,-1,0,3,0
1,36,blue-collar,1,0,63,1,0,3,16,may,322,2,-1,0,3,0
0,24,services,1,0,-248,1,0,3,16,may,187,1,-1,0,3,0
0,25,services,1,0,32,1,0,3,16,may,124,1,-1,0,3,0
1,43,management,1,0,452,1,0,3,16,may,107,2,-1,0,3,0
1,38,blue-collar,0,0,467,1,0,3,16,may,379,1,-1,0,3,0
1,40,blue-collar,0,0,1758,1,0,3,16,may,1230,3,-1,0,3,1
0,33,blue-collar,1,0,-416,1,0,3,16,may,767,2,-1,0,3,1
1,35,technician,1,0,523,1,1,3,16,may,95,1,-1,0,3,0
1,46,blue-collar,0,0,2499,1,0,3,16,may,42,3,-1,0,3,0
0,30,technician,2,0,236,1,0,3,16,may,197,1,-1,0,3,0
0,24,technician,1,0,3926,1,0,3,16,may,320,2,-1,0,3,0
0,24,technician,1,0,409,1,0,3,16,may,912,1,-1,0,3,1
1,45,management,2,0,876,0,0,3,16,may,178,1,-1,0,3,0
1,45,blue-collar,0,0,1163,0,0,3,16,may,230,1,-1,0,3,0
0,53,technician,1,0,708,1,0,3,16,may,631,3,-1,0,3,0
0,34,technician,2,0,586,1,0,3,16,may,489,2,-1,0,3,0
1,24,blue-collar,0,0,656,1,0,3,16,may,894,1,-1,0,3,1
1,57,housemaid,0,0,260,1,0,3,16,may,38,3,-1,0,3,0
1,55,blue-collar,0,0,571,1,0,3,16,may,323,4,-1,0,3,0
0,52,technician,1,0,36,1,0,3,16,may,335,1,-1,0,3,0
2,54,technician,1,0,0,1,0,3,16,may,161,1,-1,0,3,0
0,29,blue-collar,0,0,-63,1,0,3,16,may,410,3,-1,0,3,0
0,23,services,1,0,91,1,0,3,16,may,374,2,-1,0,3,0
0,24,services,1,0,0,0,0,3,16,may,280,1,-1,0,3,0
1,59,blue-collar,1,0,169,1,0,3,16,may,181,3,-1,0,3,0
0,37,blue-collar,3,0,2188,0,0,3,16,may,193,8,-1,0,3,0
1,40,blue-collar,1,0,2073,1,0,3,16,may,166,2,-1,0,3,0
2,54,management,2,0,29887,1,0,3,16,may,865,1,-1,0,3,0
1,35,blue-collar,1,0,53,1,0,3,16,may,258,2,-1,0,3,0
1,56,housemaid,0,0,82,0,0,3,16,may,215,1,-1,0,3,0
1,28,technician,1,0,58,0,0,3,16,may,136,2,-1,0,3,0
0,32,management,1,0,916,1,0,3,16,may,381,2,-1,0,3,0
2,40,management,2,0,37,1,0,3,16,may,412,1,-1,0,3,0
0,32,blue-collar,0,0,100,1,0,3,16,may,376,2,-1,0,3,0
1,41,services,0,0,124,1,0,3,16,may,393,2,-1,0,3,0
1,55,management,0,0,19,1,0,3,16,may,56,3,-1,0,3,0
1,52,technician,1,0,420,0,0,3,16,may,112,4,-1,0,3,0
2,58,technician,1,0,906,1,1,3,16,may,155,3,-1,0,3,0
0,29,unemployed,2,0,0,1,1,3,16,may,703,4,-1,0,3,0
2,44,blue-collar,3,0,532,0,0,3,16,may,141,2,-1,0,3,0
1,53,blue-collar,0,0,634,1,0,3,16,may,475,2,-1,0,3,0
1,44,services,1,0,0,1,1,3,16,may,471,2,-1,0,3,0
1,41,admin.,1,0,338,1,0,3,16,may,121,1,-1,0,3,0
1,44,admin.,1,0,0,1,1,3,16,may,159,1,-1,0,3,0
1,38,management,2,0,2724,1,0,3,16,may,177,4,-1,0,3,0
0,27,management,2,0,-98,1,1,3,16,may,344,2,-1,0,3,0
1,44,admin.,1,0,73,1,0,3,16,may,404,1,-1,0,3,0
0,45,blue-collar,1,0,636,1,0,3,16,may,287,4,-1,0,3,0
0,30,blue-collar,1,0,132,1,0,3,16,may,329,1,-1,0,3,0
1,47,technician,2,0,282,1,0,3,16,may,433,1,-1,0,3,0
1,54,entrepreneur,0,0,3343,1,1,3,16,may,216,1,-1,0,3,0
0,29,technician,1,0,-166,1,0,3,16,may,323,2,-1,0,3,0
2,50,admin.,1,0,363,1,0,3,16,may,1340,1,-1,0,3,1
0,32,blue-collar,1,0,29,0,0,3,16,may,132,13,-1,0,3,0
1,57,entrepreneur,2,1,-524,1,0,3,16,may,199,4,-1,0,3,0
1,51,blue-collar,0,0,1194,1,0,3,16,may,558,3,-1,0,3,0
0,32,admin.,1,0,422,1,0,3,16,may,221,2,-1,0,3,0
0,27,technician,2,0,3706,1,0,3,16,may,897,1,-1,0,3,1
1,41,unemployed,1,0,356,1,0,3,16,may,80,2,-1,0,3,0
1,53,technician,1,0,31,1,0,3,16,may,90,2,-1,0,3,0
0,29,self-employed,1,0,272,1,0,3,16,may,123,3,-1,0,3,0
1,28,management,2,0,103,1,0,3,16,may,461,2,-1,0,3,0
0,27,management,2,1,-308,1,0,3,16,may,213,16,-1,0,3,0
1,49,blue-collar,1,0,16,1,0,3,16,may,193,11,-1,0,3,0
1,44,blue-collar,0,0,1485,1,0,3,16,may,428,1,-1,0,3,0
0,32,entrepreneur,2,0,1,1,1,3,16,may,411,2,-1,0,3,0
1,56,retired,3,0,4391,1,0,3,16,may,291,1,-1,0,3,0
0,34,blue-collar,0,0,85,0,0,3,16,may,136,1,-1,0,3,0
1,43,services,0,0,822,1,0,3,16,may,112,1,-1,0,3,0
2,41,management,2,0,647,1,0,3,16,may,270,1,-1,0,3,0
1,41,management,2,0,223,1,0,3,16,may,124,1,-1,0,3,0
1,47,blue-collar,0,0,242,1,0,3,16,may,214,4,-1,0,3,0
1,33,blue-collar,1,0,64,0,0,3,16,may,239,3,-1,0,3,0
1,47,services,1,0,2597,1,0,3,16,may,323,1,-1,0,3,0
2,46,management,2,0,770,1,0,3,16,may,94,1,-1,0,3,0
1,46,technician,1,0,4956,1,0,3,16,may,74,1,-1,0,3,0
1,30,admin.,1,0,122,1,0,3,16,may,107,1,-1,0,3,0
0,41,technician,1,0,28,0,0,3,16,may,51,1,-1,0,3,0
1,30,technician,1,0,1011,1,0,3,16,may,109,1,-1,0,3,0
2,56,retired,1,0,4166,1,0,3,16,may,378,1,-1,0,3,0
1,40,technician,0,0,6110,1,0,3,16,may,217,1,-1,0,3,0
1,47,services,1,0,837,1,1,3,16,may,136,1,-1,0,3,0
0,36,management,2,0,146,1,0,3,16,may,1161,3,-1,0,3,0
1,60,retired,0,0,458,1,0,3,16,may,103,1,-1,0,3,0
1,34,admin.,1,0,641,1,1,3,16,may,467,1,-1,0,3,0
1,44,self-employed,1,0,1310,1,0,3,16,may,290,1,-1,0,3,0
1,29,technician,1,0,782,1,0,3,16,may,131,1,-1,0,3,0
1,48,blue-collar,1,0,478,1,1,3,16,may,168,2,-1,0,3,0
1,55,services,3,0,-45,1,0,3,16,may,764,7,-1,0,3,0
1,60,management,2,0,36,1,0,3,16,may,194,3,-1,0,3,0
0,29,management,2,0,0,0,0,3,16,may,16,25,-1,0,3,0
0,30,services,2,0,136,1,1,3,16,may,208,5,-1,0,3,0
0,35,admin.,0,0,8,1,0,3,16,may,148,18,-1,0,3,0
0,37,services,1,0,934,1,0,3,16,may,242,3,-1,0,3,0
1,42,blue-collar,1,0,314,1,1,3,16,may,269,2,-1,0,3,0
1,34,technician,1,0,978,1,0,3,16,may,370,2,-1,0,3,0
0,50,management,2,0,567,1,0,3,16,may,274,8,-1,0,3,0
0,27,services,1,0,194,1,0,3,16,may,326,1,-1,0,3,0
0,45,technician,2,0,4537,1,0,3,16,may,337,2,-1,0,3,0
2,50,management,2,0,318,1,0,3,16,may,788,2,-1,0,3,0
1,43,technician,1,0,17,1,0,3,16,may,353,4,-1,0,3,0
2,32,housemaid,1,0,715,1,1,3,16,may,14,15,-1,0,3,0
0,55,management,2,0,1464,1,0,3,16,may,92,1,-1,0,3,0
0,40,services,1,0,-61,1,1,3,16,may,698,9,-1,0,3,0
1,56,entrepreneur,2,0,1297,1,0,3,16,may,180,1,-1,0,3,0
0,21,admin.,1,0,325,1,0,3,16,may,467,1,-1,0,3,0
1,27,technician,2,0,276,0,0,3,16,may,218,2,-1,0,3,0
0,24,admin.,1,0,770,1,0,3,16,may,233,1,-1,0,3,0
0,25,technician,1,0,2,1,1,3,16,may,304,2,-1,0,3,0
1,41,blue-collar,0,0,208,1,0,3,16,may,315,3,-1,0,3,0
2,49,unemployed,1,0,495,1,0,3,16,may,40,5,-1,0,3,0
1,44,blue-collar,2,0,2185,1,0,3,16,may,698,1,-1,0,3,0
1,42,blue-collar,1,0,351,1,0,3,16,may,76,21,-1,0,3,0
1,45,blue-collar,0,0,71,1,0,3,16,may,355,2,-1,0,3,0
1,48,services,3,0,1155,1,0,3,16,may,557,4,-1,0,3,0
1,51,technician,1,0,349,1,0,3,16,may,97,3,-1,0,3,0
1,33,technician,1,0,153,1,0,3,16,may,148,2,-1,0,3,0
1,32,blue-collar,0,0,244,1,0,3,16,may,128,2,-1,0,3,0
1,41,technician,1,0,493,1,0,3,16,may,130,3,-1,0,3,0
1,29,services,2,0,62,1,1,3,16,may,280,2,-1,0,3,0
2,49,technician,2,0,874,1,0,3,16,may,152,2,-1,0,3,0
2,49,blue-collar,1,1,259,0,0,3,16,may,283,2,-1,0,3,0
0,25,admin.,1,0,304,0,0,3,16,may,523,3,-1,0,3,0
0,33,blue-collar,1,0,371,1,0,3,16,may,1128,3,-1,0,3,0
1,50,blue-collar,0,0,231,1,0,3,16,may,171,4,-1,0,3,0
1,50,admin.,1,0,1906,0,0,3,16,may,174,17,-1,0,3,0
0,40,management,1,0,192,1,0,3,16,may,71,11,-1,0,3,0
1,32,blue-collar,0,0,158,1,0,3,16,may,84,4,-1,0,3,0
2,43,blue-collar,0,0,-57,1,0,3,16,may,221,2,-1,0,3,0
0,24,retired,1,0,366,0,1,3,16,may,234,2,-1,0,3,0
1,49,blue-collar,0,0,327,1,0,3,16,may,138,2,-1,0,3,0
1,36,management,2,0,1125,1,1,3,16,may,339,5,-1,0,3,0
1,42,admin.,3,0,642,1,1,3,16,may,509,2,-1,0,3,0
0,31,admin.,1,0,-48,1,0,3,16,may,254,17,-1,0,3,0
0,30,technician,1,0,298,1,0,3,16,may,164,2,-1,0,3,0
1,46,technician,2,0,2207,1,0,3,16,may,243,3,-1,0,3,0
0,35,blue-collar,1,0,88,1,0,3,16,may,344,4,-1,0,3,0
1,44,admin.,1,0,2687,1,0,3,16,may,131,4,-1,0,3,0
1,33,management,2,0,307,0,0,3,16,may,806,4,-1,0,3,0
1,42,blue-collar,0,1,398,1,0,3,16,may,251,4,-1,0,3,0
0,39,services,1,0,-388,1,0,3,16,may,1135,2,-1,0,3,0
0,41,blue-collar,0,0,1649,1,0,3,16,may,312,3,-1,0,3,0
1,58,blue-collar,1,0,886,0,0,3,16,may,302,4,-1,0,3,0
1,40,blue-collar,1,0,1161,1,1,3,16,may,292,8,-1,0,3,0
1,37,admin.,1,0,281,1,0,3,16,may,279,2,-1,0,3,0
1,45,blue-collar,0,0,137,1,1,3,16,may,187,19,-1,0,3,0
1,49,management,0,0,267,1,0,3,16,may,198,5,-1,0,3,0
1,35,blue-collar,0,0,767,1,0,3,16,may,1408,2,-1,0,3,0
0,28,blue-collar,1,0,1112,1,0,3,16,may,827,2,-1,0,3,0
0,32,technician,2,0,192,1,0,3,16,may,303,5,-1,0,3,0
1,45,self-employed,1,0,1113,1,0,3,16,may,67,2,-1,0,3,0
0,44,technician,1,0,696,1,0,3,16,may,680,3,-1,0,3,0
1,55,blue-collar,0,0,-268,1,0,3,16,may,160,6,-1,0,3,0
0,37,blue-collar,1,0,197,1,0,3,16,may,251,3,-1,0,3,0
0,28,services,1,0,317,1,0,3,16,may,21,3,-1,0,3,0
0,43,admin.,2,0,329,1,0,3,16,may,218,2,-1,0,3,0
0,35,blue-collar,1,0,510,1,0,3,16,may,81,6,-1,0,3,0
0,30,management,2,0,5,0,0,3,16,may,476,3,-1,0,3,0
0,54,management,2,0,4393,1,0,3,16,may,1297,3,-1,0,3,1
2,34,management,2,0,488,1,0,3,16,may,4,2,-1,0,3,0
0,30,services,1,0,442,1,0,3,16,may,283,3,-1,0,3,0
1,46,3,3,0,300,1,0,3,16,may,323,3,-1,0,3,0
1,52,blue-collar,0,0,1007,1,0,3,16,may,248,2,-1,0,3,0
1,44,blue-collar,0,0,195,1,0,3,16,may,541,5,-1,0,3,0
1,36,blue-collar,1,0,513,1,0,3,16,may,427,3,-1,0,3,0
2,44,technician,1,0,399,1,0,3,16,may,148,9,-1,0,3,0
1,44,blue-collar,0,0,12,1,0,3,16,may,408,10,-1,0,3,0
0,24,blue-collar,1,0,77,1,0,3,16,may,236,2,-1,0,3,0
1,56,blue-collar,0,0,8318,1,0,3,16,may,428,2,-1,0,3,0
2,41,blue-collar,1,0,-104,1,0,3,16,may,32,3,-1,0,3,0
1,51,technician,2,0,0,1,0,3,16,may,330,19,-1,0,3,0
1,53,blue-collar,1,0,2,1,0,3,16,may,851,2,-1,0,3,0
0,41,blue-collar,0,0,0,1,0,3,16,may,522,5,-1,0,3,0
0,26,blue-collar,0,0,-579,1,0,3,16,may,320,3,-1,0,3,0
1,53,entrepreneur,2,0,2884,1,0,3,16,may,165,4,-1,0,3,0
0,30,technician,1,0,863,1,0,3,16,may,1193,5,-1,0,3,1
0,27,admin.,3,0,56,1,0,3,16,may,730,2,-1,0,3,0
0,32,services,1,0,358,1,0,3,16,may,1144,3,-1,0,3,0
1,40,blue-collar,1,0,0,1,0,3,16,may,167,2,-1,0,3,0
1,55,technician,1,0,2055,1,0,3,16,may,1023,4,-1,0,3,0
0,35,services,1,0,568,1,0,3,16,may,469,2,-1,0,3,0
0,32,management,1,0,0,1,1,3,16,may,385,7,-1,0,3,0
1,57,blue-collar,3,0,97,1,0,3,16,may,260,6,-1,0,3,0
1,32,blue-collar,0,0,217,1,0,3,16,may,169,3,-1,0,3,0
1,55,3,2,0,0,0,0,3,16,may,409,3,-1,0,3,0
1,43,services,1,0,3608,1,0,3,16,may,165,6,-1,0,3,0
1,42,blue-collar,1,0,388,1,1,3,16,may,437,2,-1,0,3,0
0,27,management,2,1,0,1,0,3,16,may,89,2,-1,0,3,0
1,36,services,1,0,279,0,0,3,16,may,261,6,-1,0,3,0
1,32,admin.,1,0,193,1,0,3,16,may,294,4,-1,0,3,0
2,53,technician,1,0,751,1,0,3,16,may,343,4,-1,0,3,0
1,34,blue-collar,1,0,305,1,0,3,16,may,1245,25,-1,0,3,0
0,23,blue-collar,1,0,105,1,0,3,16,may,498,2,-1,0,3,0
0,31,management,2,0,548,1,0,3,16,may,148,4,-1,0,3,0
1,46,services,1,0,271,1,0,3,16,may,134,4,-1,0,3,0
1,31,services,1,0,246,1,0,3,16,may,230,2,-1,0,3,0
1,42,self-employed,2,0,1932,1,0,3,16,may,192,32,-1,0,3,0
1,52,self-employed,1,0,1066,1,0,3,16,may,65,3,-1,0,3,0
1,38,blue-collar,0,0,-326,1,0,3,16,may,237,3,-1,0,3,0
0,38,blue-collar,0,0,1465,1,0,3,16,may,239,2,-1,0,3,0
1,60,unemployed,0,0,26,1,0,3,16,may,196,6,-1,0,3,0
0,42,management,2,0,10561,0,0,3,16,may,243,2,-1,0,3,0
1,30,blue-collar,1,0,68,1,1,3,16,may,393,2,-1,0,3,0
2,53,technician,2,0,647,1,0,3,16,may,512,6,-1,0,3,0
0,35,admin.,1,0,368,1,0,3,16,may,218,3,-1,0,3,0
1,45,admin.,1,0,-183,1,0,3,16,may,215,3,-1,0,3,0
1,57,retired,0,0,70,1,1,3,16,may,186,5,-1,0,3,0
1,41,technician,0,0,141,1,0,3,16,may,299,4,-1,0,3,0
